citation,sample,tectonic_setting,location,T_C_pre,T_C_post,T_C_correction_form,P_kbar_pre,P_kbar_post,P_kbar_correction_form,regime_pre_from_P_pre,regime_post_from_P_post
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,926.2338813873962,926.2338813873962,none,7.107835468047897,9.249476826117982,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,923.8707452550316,923.8707452550316,none,4.476438885558673,1.2885819814077026,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1144.956723214998,1144.956723214998,none,10.957164279866499,9.661586372211598,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,905.0503164070734,905.0503164070734,none,4.19534073968843,1.3027342935403055,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,922.3934637551064,922.3934637551064,none,4.698779574699684,1.2773879024757337,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,926.1729954377578,926.1729954377578,none,5.148233940474086,9.03968168116354,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,898.2340396769085,898.2340396769085,none,4.004470094182155,1.3123439654354845,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,902.9098737783357,902.9098737783357,none,4.349353181941965,1.2949803037431524,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,902.5389895123599,902.5389895123599,none,4.231591850444198,1.3009091764340333,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-01,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1139.5700717430777,1139.5700717430777,none,18.345514723256255,19.087094701564904,A,lithospheric_mantle,lithospheric_mantle
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,906.4526453778303,906.4526453778303,none,4.272529465703776,1.298848110156544,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,917.7321350751597,917.7321350751597,none,4.564340308147825,1.284156451080812,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,917.8664631571451,917.8664631571451,none,4.310860712343108,1.2969182654569562,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1097.5975687905802,1097.5975687905802,none,4.807832760993989,1.271897454551526,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,909.8417738580099,909.8417738580099,none,4.124616894125157,1.306294992720767,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,905.1670264688939,905.1670264688939,none,4.497738205268058,1.2875096348797448,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,909.0037012869068,909.0037012869068,none,4.201651915397147,1.3024165478352352,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,924.9305123620411,924.9305123620411,none,4.890549952116726,1.2677329322140451,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,926.9540692315198,926.9540692315198,none,4.287945739606822,1.298071954484929,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,923.9326282740876,923.9326282740876,none,4.239536888909781,1.3005091714324977,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1100.9308535819882,1100.9308535819882,none,5.1077865653765375,9.035351380945759,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1101.2521914786437,1101.2521914786437,none,9.64593690362029,9.52120623186317,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1207.0121743717243,1207.0121743717243,none,18.111262089588497,19.039224006766332,A,lithospheric_mantle,lithospheric_mantle
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1174.426461324238,1174.426461324238,none,18.043330860743012,19.02534192112043,A,lithospheric_mantle,lithospheric_mantle
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,912.6128605521903,912.6128605521903,none,4.4506405946763845,1.2898808354571432,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,910.7677798937206,910.7677798937206,none,4.280255129393838,1.2984591499105245,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,910.5785090091697,910.5785090091697,none,4.012134921002161,1.3119580681138807,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,918.6178165826442,918.6178165826442,none,4.32223774630679,1.2963454714411906,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,913.1522456400921,913.1522456400921,none,4.465025060658571,1.2891566277189155,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,900.9957875900348,900.9957875900348,none,3.931686609885721,1.3160083602491628,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,906.0796149047989,906.0796149047989,none,4.338658536698824,1.295518741864684,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,921.7496177250874,921.7496177250874,none,4.567775563675508,1.2839834979354523,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1085.2591190736325,1085.2591190736325,none,6.613821624718605,9.196587652266864,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1063.7973303065432,1063.7973303065432,none,7.055466512796773,9.243870200279298,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,913.8013134770029,913.8013134770029,none,4.292204447875773,1.2978575433634423,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,926.1021714328471,926.1021714328471,none,4.457103596774242,1.2895554458224328,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,928.0080436850684,928.0080436850684,none,4.34829642515848,1.295033507764836,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,902.7160279585879,902.7160279585879,none,4.296205789352047,1.2976560897631488,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,920.4906984432696,920.4906984432696,none,5.139737144796629,9.038772013327646,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,904.3307946776923,904.3307946776923,none,3.915582778737082,1.3168191320322378,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1196.7258988962376,1196.7258988962376,none,9.248909884372258,9.478700477564693,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1199.9640081188131,1199.9640081188131,none,11.756036183661926,9.747113681972527,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1119.7337204041921,1119.7337204041921,none,8.66585688079251,9.416278761883758,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1167.2223535856021,1167.2223535856021,none,9.02849992936624,9.455103364677594,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1239.7919418748031,1239.7919418748031,none,14.141468424161483,10.002498307689889,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1280.2242067785564,1280.2242067785564,none,16.21118791820742,18.650934366950207,A,lithospheric_mantle,lithospheric_mantle
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1193.7361356526892,1193.7361356526892,none,9.252435194325166,9.479077897617787,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1074.1165198603337,1074.1165198603337,none,4.262994276956496,1.29932817368374,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1108.5667648919223,1108.5667648919223,none,6.454100703425719,9.179487913690734,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,911.6704149780916,911.6704149780916,none,4.326419517780504,1.2961349338192507,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,910.0703276424714,910.0703276424714,none,4.011061947166814,1.3120120886076159,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-10,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,917.8775374314774,917.8775374314774,none,4.505876498953562,1.2870999001513017,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,916.3618075448373,916.3618075448373,none,4.168405606750564,1.3040903836258153,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,948.8092975246645,948.8092975246645,none,4.53712384247622,1.2855267052891362,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,931.246124458612,931.246124458612,none,4.355001911169504,1.2946959099100548,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1065.5446841691687,1065.5446841691687,none,7.154711721663873,9.254495402743844,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,907.4241881601902,907.4241881601902,none,4.719168191913141,1.2763614066450206,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,924.793942279365,924.793942279365,none,6.561050596484519,9.190937980452476,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,898.2788554072339,898.2788554072339,none,4.056657122491983,1.309716530410514,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1092.7418295595658,1092.7418295595658,none,8.55149506864141,9.404035174287051,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,909.1722766016165,909.1722766016165,none,4.280361153559828,1.2984538119632176,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,910.4749801802524,910.4749801802524,none,4.223628049642971,1.3013101260537894,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1100.5341585316007,1100.5341585316007,none,9.899317979314535,9.5483332363873,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-12-04,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1101.5216329554062,1101.5216329554062,none,9.903840446513133,9.548817412199643,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,909.7686699800764,909.7686699800764,none,4.3314590897827365,1.2958812089297838,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,963.1902870811559,963.1902870811559,none,3.997295767073739,1.3127051678058002,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,925.369855760622,925.369855760622,none,4.162345611165513,1.304395483286919,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,937.4157153251487,937.4157153251487,none,4.167434404860003,1.304139280256764,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,929.7786779482564,929.7786779482564,none,4.854479607948065,1.269548948352554,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,919.4107568623929,919.4107568623929,none,4.365333221285179,1.294175764446117,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,948.833406052105,948.833406052105,none,5.381099681769333,9.064612311836422,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1055.2240890462986,1055.2240890462986,none,4.649985992328241,1.279844489322476,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,924.1728133186801,924.1728133186801,none,4.100517822563953,1.3075082969984748,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,954.9091263180696,954.9091263180696,none,5.220642982752924,9.047433800820086,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,911.0652007254957,911.0652007254957,none,4.352897629066851,1.2948018531813617,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,926.0027935076168,926.0027935076168,none,4.46593549578122,1.289110790482984,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,936.4787869894234,936.4787869894234,none,4.218093649017235,1.3015887638401746,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,933.4813141727624,933.4813141727624,none,4.166682665507726,1.3041771277136474,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,925.7747632378962,925.7747632378962,none,4.53713516539163,1.2855261352198009,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-12-25,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,915.0822462776661,915.0822462776661,none,4.046634455328063,1.3102211367773255,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1045.8624248243348,1045.8624248243348,none,7.830265945618043,9.326820308774371,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1065.0847163337799,1065.0847163337799,none,8.882800231677587,9.439504739770287,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1147.9418789976644,1147.9418789976644,none,17.042048616729012,18.820724897354516,A,lithospheric_mantle,lithospheric_mantle
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1116.0879337495005,1116.0879337495005,none,13.558482093238451,9.94008372999057,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1255.4443429366775,1255.4443429366775,none,17.006402077944642,18.813440349249106,A,lithospheric_mantle,lithospheric_mantle
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1116.0196638866926,1116.0196638866926,none,11.726012377438055,9.743899330130997,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1174.315482824975,1174.315482824975,none,17.97121343069636,19.010604364366564,A,lithospheric_mantle,lithospheric_mantle
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1080.2855083831705,1080.2855083831705,none,9.290466433051948,9.483149526022446,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1100.288904973788,1100.288904973788,none,9.561747846962437,9.512192942632383,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1075.866817165502,1075.866817165502,none,6.667214013706503,9.202303847028688,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1070.3635683350783,1070.3635683350783,none,8.775893863707754,9.428059332809132,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1082.8111927853183,1082.8111927853183,none,4.263063770709286,1.2993246749154443,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,933.1071588421964,933.1071588421964,none,3.9867679111054195,1.3132352086685368,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1286.0507513634923,1286.0507513634923,none,16.722537486057124,18.755431203184855,A,lithospheric_mantle,lithospheric_mantle
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,962.3344916818141,962.3344916818141,none,4.385340033614321,1.2931684911608952,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,919.1275542839571,919.1275542839571,none,4.8651954037040985,1.2690094453763991,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,1078.1709118206727,1078.1709118206727,none,4.34425011506993,1.2952372253780604,A,shallow_crustal,shallow_crustal
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,998.4449043330585,998.4449043330585,none,5.84421484687465,9.114193469957975,A,deep_crustal_MASH,deep_crustal_MASH
[25790] AGUILAR R. (2022),samp. CHA-14-15,CONVERGENT MARGIN,ANDEAN ARC / CENTRAL ANDEAN VOLCANIC ZONE / PERU / CHACHANI,909.8697489923442,909.8697489923442,none,4.761481046974073,1.2742311018356807,A,shallow_crustal,shallow_crustal
