CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,ROCK NAME,ROCK TEXTURE,LAND/SEA (SAMPLING),LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),SiO2,TiO2,Al2O3,Cr2O3,FeO_total,MnO,MgO,CaO,Na2O,K2O,FeO,Fe2O3,lat,lon
[359] SEN G. (1988),samp. 77KAPS-17,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.85,-157.85,53.75,0.11,4.26,0.12,6.5,0.08,32.49,0.86,0.16,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-3,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH MODERATELY DEVELOPED FOLIATION,subaerial,21.34,21.34,-157.85,-157.85,54.89,0.15,4.5,0.25,6.81,0.05,33.29,0.58,0.09,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-3,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH MODERATELY DEVELOPED FOLIATION,subaerial,21.34,21.34,-157.85,-157.85,54.49,0.15,4.74,0.33,6.71,0.03,32.72,0.8,0.1,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-4,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.85,-157.85,55.59,0.07,4.17,0.37,6.63,0.04,33.89,0.35,0.05,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-11,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",TRANSITIONAL BETWEEN PORPHYROCLASTIC AND CATACLASTIC; PARTIAL FUSION AND RECRYSTALLIZATION TEXTURES,subaerial,21.34,21.34,-157.85,-157.85,55.99,0.06,3.2,0.43,6.43,0.06,33.91,0.57,0.19,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-20,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",TRANSITIONAL BETWEEN ALLOTRIOMORPHIC GRANULAR AND EQUIGRANULAR MOSAIC,subaerial,21.34,21.34,-157.85,-157.85,55.2,0.12,4.89,0.2,6.74,0.0001,31.35,0.96,0.13,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-26,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH MODERATELY DEVELOPED FOLIATION,subaerial,21.34,21.34,-157.85,-157.85,55.04,0.12,4.77,0.15,7.05,0.06,33.18,1.22,0.14,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-29,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH SOME FOLIATION,subaerial,21.34,21.34,-157.85,-157.85,55.68,0.14,3.88,0.21,6.47,0.06,34.54,0.6,0.19,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-29,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH SOME FOLIATION,subaerial,21.34,21.34,-157.85,-157.85,53.92,0.08,4.56,0.43,6.57,0.07,33.64,0.66,0.18,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-41,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"WEBSTERITE, XENOLITH","ALLOTRIOMORPHIC GRANULAR WITH AN AFFINITY TOWARD IGNEOUS TEXTURE""""",subaerial,21.34,21.34,-157.85,-157.85,51.89,0.28,6.27,0.04,11.29,0.18,28.99,1.05,0.14,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-41,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"WEBSTERITE, XENOLITH","ALLOTRIOMORPHIC GRANULAR WITH AN AFFINITY TOWARD IGNEOUS TEXTURE""""",subaerial,21.34,21.34,-157.85,-157.85,53.3,0.28,5.45,0.31,10.68,0.18,24.04,2.4,0.23,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KAPS-31,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"ORTHOPYROXENITE, XENOLITH",ADCUMULATE TEXTURE,subaerial,21.34,21.34,-157.85,-157.85,55.16,0.19,2.32,0.23,8.13,0.06,33.04,0.98,0.0001,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77SL-5,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,SALT LAKE CRATER,"LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC,subaerial,21.34,21.34,-157.92,-157.92,54.64,0.15,4.86,0.57,6.59,0.12,31.36,0.55,0.21,,,,21.34,-157.92
[359] SEN G. (1988),samp. 77SL-13,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,SALT LAKE CRATER,"LHERZOLITE, SPINEL, XENOLITH",TRANSITIONAL BETWEEN PORPHYROCLASTIC AND ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.92,-157.92,56.33,0.07,4.16,0.41,7.73,0.14,32.23,0.73,0.15,,,,21.34,-157.92
[359] SEN G. (1988),samp. 77SL-14,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,SALT LAKE CRATER,"HARZBURGITE, SPINEL, XENOLITH",PORPHYROCLASTIC TO ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.92,-157.92,55.37,0.0001,3.91,0.69,4.93,0.06,33.92,0.85,0.17,,,,21.34,-157.92
[359] SEN G. (1988),samp. 77SL-31,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,SALT LAKE CRATER,"HARZBURGITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH SMALLER RECRYSTALLIZED GRAINS SHOWING EQUIGRANULAR MOSAIC TEXTURE,subaerial,21.34,21.34,-157.92,-157.92,55.56,0.0001,3.51,0.75,5.56,0.06,34.34,0.89,0.0001,,,,21.34,-157.92
[359] SEN G. (1988),samp. 69SAL-98,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,SALT LAKE CRATER,"LHERZOLITE, SPINEL, XENOLITH",EQUIGRANULAR MOSAIC,subaerial,21.34,21.34,-157.92,-157.92,55.65,0.28,3.7,0.36,6.08,0.03,33.21,0.55,0.15,,,,21.34,-157.92
[359] SEN G. (1988),samp. 77PA-21,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"PALI VENT (VENT 14), RIM OF KOOLAU CALDERA","LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH SOME FOLIATION,subaerial,21.34,21.34,-157.85,-157.85,54.39,0.01,4.32,0.3,6.93,0.06,33.01,0.5,0.0001,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77PA-21,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"PALI VENT (VENT 14), RIM OF KOOLAU CALDERA","LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH SOME FOLIATION,subaerial,21.34,21.34,-157.85,-157.85,55.08,0.02,3.68,0.04,7.19,0.11,33.4,0.46,0.02,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77PA-39,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"PALI VENT (VENT 14), RIM OF KOOLAU CALDERA","LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC,subaerial,21.34,21.34,-157.85,-157.85,55.22,0.01,3.76,0.22,6.73,0.06,33.32,0.53,0.0001,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77PA-12,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"PALI VENT (VENT 14), RIM OF KOOLAU CALDERA","LHERZOLITE, SPINEL, XENOLITH",ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.85,-157.85,55.01,0.16,4.14,0.18,7.68,0.07,32.01,0.58,0.17,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77PA-10(11),OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"PALI VENT (VENT 14), RIM OF KOOLAU CALDERA","LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC,subaerial,21.34,21.34,-157.85,-157.85,56.06,0.13,2.7,0.18,7.28,0.1,32.87,0.52,0.02,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77PA-42E,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"PALI VENT (VENT 14), RIM OF KOOLAU CALDERA","LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC WITH VAGUE FOLIATION,subaerial,21.34,21.34,-157.85,-157.85,56.06,0.13,2.7,0.18,7.28,0.1,33.12,0.52,0.05,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77PAII-3,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"PALI VENT (VENT 14), RIM OF KOOLAU CALDERA","HARZBURGITE, SPINEL, XENOLITH",,subaerial,21.34,21.34,-157.85,-157.85,55.27,0.14,3.87,0.26,6.72,0.08,33.6,0.61,0.22,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77PAII-8,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"PALI VENT (VENT 14), RIM OF KOOLAU CALDERA","LHERZOLITE, SPINEL, XENOLITH",PORPHYROCLASTIC,subaerial,21.34,21.34,-157.85,-157.85,54.8,0.13,3.88,0.0001,7.41,0.04,33.76,0.77,0.0001,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KALI-7,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KALIHI VENT,"LHERZOLITE, SPINEL, XENOLITH",ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.85,-157.85,56.34,0.14,4.21,0.23,6.55,0.14,33.12,0.61,0.0001,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KALI-7,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KALIHI VENT,"LHERZOLITE, SPINEL, XENOLITH",ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.85,-157.85,54.1,0.12,5.19,0.29,6.63,0.15,32.52,0.66,0.1,,,,21.34,-157.85
[359] SEN G. (1988),samp. 77KALI-10,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KALIHI VENT,"LHERZOLITE, SPINEL, XENOLITH",ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.85,-157.85,55.66,0.0001,3.47,0.18,6.78,0.08,33.39,0.45,0.05,,,,21.34,-157.85
[359] SEN G. (1988),samp. 67NUUA-20,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,NUUANU VENT,"LHERZOLITE, SPINEL, XENOLITH",ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.85,-157.85,55.79,0.11,2.47,0.26,7.1,0.05,32.85,0.64,0.22,,,,21.34,-157.85
[359] SEN G. (1988),samp. 67NUUA-89-90,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,NUUANU VENT,"LHERZOLITE, SPINEL, XENOLITH",ALLOTRIOMORPHIC GRANULAR,subaerial,21.34,21.34,-157.85,-157.85,55.88,0.17,4.0,0.04,6.26,0.03,33.3,0.7,0.15,,,,21.34,-157.85
[359] SEN G. (1988),samp. 70ULUP-5,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,ULUPAU VENT,"LHERZOLITE, XENOLITH",,subaerial,21.45,21.45,-157.74,-157.74,55.86,0.22,2.73,0.32,6.43,0.04,34.22,0.58,0.07,,,,21.45,-157.74
[359] SEN G. (1988),samp. 70ULUP-5,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,ULUPAU VENT,"LHERZOLITE, XENOLITH",,subaerial,21.45,21.45,-157.74,-157.74,55.93,0.28,2.84,0.3,6.53,0.04,32.62,1.46,0.07,,,,21.45,-157.74
[359] SEN G. (1988),samp. NMNH114923/158,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,SALT LAKE CRATER,NOT GIVEN,,subaerial,21.34,21.34,-157.92,-157.92,53.87,0.26,4.41,0.17,9.87,0.21,30.07,0.93,0.13,,,,21.34,-157.92
[395] SEN G. (1987),samp. 77SL-5,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,SALT LAKE CRATER,"LHERZOLITE, SPINEL, XENOLITH",,subaerial,21.34,21.34,-157.92,-157.92,54.64,0.15,4.86,0.57,6.59,0.12,32.36,0.55,0.21,,,,21.34,-157.92
[395] SEN G. (1987),samp. 77KAPS-17,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,KAAU VENT,"LHERZOLITE, SPINEL, XENOLITH",,subaerial,21.34,21.34,-157.85,-157.85,55.52,0.15,4.19,0.15,6.79,0.06,33.17,0.61,0.1,,,,21.34,-157.85
[400] EVANS B. W. (1968),samp. 168,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,MAKAOPUHI LAVA LAKE,"THOLEIITIC BASALT, OLIVINE",,subaerial,19.4,19.4,-155.17,-155.17,53.45,0.53,0.7,0.08,17.0,0.36,25.6,2.25,0.03,0.0001,,,19.4,-155.17
[400] EVANS B. W. (1968),samp. 190,OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,MAKAOPUHI LAVA LAKE,"THOLEIITIC BASALT, OLIVINE",,subaerial,19.4,19.4,-155.17,-155.17,52.52,0.71,1.1,0.06,18.0,0.33,25.1,2.15,0.03,0.0001,,,19.4,-155.17
[564] QI QU (1994),samp. TP-4A,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,"HARZBURGITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,55.2,0.06,2.27,0.49,6.15,0.14,34.5,0.66,0.03,,,,-17.62,-149.47
[564] QI QU (1994),samp. TF-14-2A,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE FAUTAUA,"HARZBURGITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,53.9,0.14,4.55,0.67,6.3,0.14,33.1,1.05,0.11,,,,-17.62,-149.47
[564] QI QU (1994),samp. TP-7C,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,"HARZBURGITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,54.7,0.11,3.76,0.61,7.16,0.16,32.2,0.76,0.07,,,,-17.62,-149.47
[564] QI QU (1994),samp. TP-5A,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,54.6,0.04,3.89,0.65,6.35,0.16,33.9,0.76,0.09,,,,-17.62,-149.47
[564] QI QU (1994),samp. TP-19,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,55.3,0.03,3.04,0.57,6.57,0.16,34.1,0.8,0.05,,,,-17.62,-149.47
[564] QI QU (1994),samp. TP-21B,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,55.0,0.07,2.91,0.6,7.71,0.15,33.2,0.74,0.08,,,,-17.62,-149.47
[564] QI QU (1994),samp. TP-12-1B,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,55.0,0.03,3.46,0.57,6.65,0.15,33.8,0.71,0.07,,,,-17.62,-149.47
[564] QI QU (1994),samp. TP-28-2,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,54.5,0.03,3.81,0.61,6.34,0.15,33.8,0.74,0.07,,,,-17.62,-149.47
[564] QI QU (1994),samp. TP-30,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE PAPENOO,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,55.5,0.04,3.02,0.63,5.98,0.13,33.7,0.84,0.07,,,,-17.62,-149.47
[564] QI QU (1994),samp. TF-15-1A,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE FAUTAUA,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,54.3,0.05,4.68,0.61,6.38,0.15,33.3,0.98,0.12,,,,-17.62,-149.47
[564] QI QU (1994),samp. TF-11,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE FAUTAUA,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,53.6,0.23,5.37,0.43,8.05,0.18,31.5,1.02,0.1,,,,-17.62,-149.47
[564] QI QU (1994),samp. TF-15-4,OCEAN ISLAND,SOCIETY ISLANDS / TAHITI / TAHITI-NUI,VALLEE DE FAUTAUA,"LHERZOLITE, XENOLITH",,subaerial,-17.62,-17.62,-149.47,-149.47,52.9,0.31,5.3,0.35,8.75,0.15,31.1,0.97,0.11,,,,-17.62,-149.47
[766] DIXON T. H. (1984),samp. P-11B,OCEAN ISLAND,CAROLINE ISLANDS / PONAPE,WATERFALL 3 KM WEST OF NAN MADOL,"PERIDOTITE, XENOLITH",,subaerial,6.9,6.9,-158.25,-158.25,57.26,0.01,1.82,0.48,5.86,0.13,35.11,0.66,0.04,,,,6.9,-158.25
[766] DIXON T. H. (1984),samp. P-11B,OCEAN ISLAND,CAROLINE ISLANDS / PONAPE,WATERFALL 3 KM WEST OF NAN MADOL,"PERIDOTITE, XENOLITH",,subaerial,6.9,6.9,-158.25,-158.25,57.27,0.01,1.79,0.46,5.97,0.17,34.51,0.26,0.04,,,,6.9,-158.25
[841] BEESON M. H. (1970),samp. 68SAL-24,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"CENTRAL CUP SALT LAKE CRATER, VENT 18","PYROXENITE, GARNET",,subaerial,21.34,21.34,-157.92,-157.92,50.4,0.14,5.53,0.21,10.33,0.15,29.79,0.61,0.12,,,,21.34,-157.92
[841] BEESON M. H. (1970),samp. 68SAL-26,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"CENTRAL CUP SALT LAKE CRATER, VENT 18","PYROXENITE, GARNET",,subaerial,21.34,21.34,-157.92,-157.92,50.59,0.21,4.41,0.14,11.53,0.15,29.17,0.82,0.15,,,,21.34,-157.92
[841] BEESON M. H. (1970),samp. 68SAL-7,OCEAN ISLAND,HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,"CENTRAL CUP SALT LAKE CRATER, VENT 18","PYROXENITE, GARNET",,subaerial,21.34,21.34,-157.92,-157.92,51.98,0.28,4.34,0.04,11.06,0.13,29.28,0.8,0.17,,8.36,3.0,21.34,-157.92
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-29,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,56.67,0.0001,2.04,0.7,5.93,0.19,33.99,0.78,0.03,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-29,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,57.49,0.04,0.49,0.39,5.8,0.15,34.78,1.14,0.09,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-38,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,57.74,0.03,0.67,0.36,6.27,0.13,34.26,0.24,0.02,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-38,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,57.47,0.05,0.34,0.19,6.34,0.2,33.88,0.92,0.0001,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-43,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,57.08,0.04,1.9,0.64,6.05,0.14,33.05,0.85,0.06,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-43,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,56.74,0.06,2.09,0.71,6.11,0.13,33.27,0.83,0.06,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-59,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,57.27,0.0001,0.81,0.36,5.56,0.08,33.89,0.99,0.06,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-59,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,58.5,0.01,0.24,0.21,5.43,0.21,34.58,0.73,0.08,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-65,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,56.24,0.02,2.23,0.74,5.72,0.11,32.66,1.63,0.06,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-65,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,58.09,0.07,0.4,0.27,5.71,0.14,34.13,0.87,0.06,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-70,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,59.2,0.01,0.08,0.3,5.6,0.17,33.88,1.2,0.12,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-82,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,57.67,0.06,1.71,0.65,6.66,0.2,33.05,0.91,0.06,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-82,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"HARZBURGITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,57.29,0.03,1.74,0.65,6.64,0.16,32.41,1.47,0.03,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-32,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"DUNITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,56.64,0.12,2.16,0.74,6.08,0.19,32.84,1.57,0.14,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-32,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"DUNITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,56.91,0.07,1.99,0.67,6.35,0.14,33.52,0.83,0.07,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-64,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"DUNITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,58.57,0.04,0.2,0.14,5.93,0.18,34.71,0.34,0.04,,,,28.53,-17.8
[915] WULFF-PEDERSEN E. (1996),samp. PAT2-64,OCEAN ISLAND,CANARY ISLANDS / LA PALMA / SAN ANTONIO,,"DUNITE, SPINEL, XENOLITH",,subaerial,28.53,28.53,-17.8,-17.8,58.17,0.09,0.18,0.19,5.74,0.16,34.23,0.95,0.1,,,,28.53,-17.8
