CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,ROCK NAME,lat,lon,SiO2_Opx,TiO2_Opx,Al2O3_Opx,Cr2O3_Opx,FeO_total_Opx,MnO_Opx,MgO_Opx,CaO_Opx,Na2O_Opx,SiO2_Cpx,TiO2_Cpx,Al2O3_Cpx,Cr2O3_Cpx,FeO_total_Cpx,MnO_Cpx,MgO_Cpx,CaO_Cpx,Na2O_Cpx
[10325] LUSTRINO M. (1999),samp. ZM1,CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / GERREI VOLCANIC DISTRICT,"PERIDOTITE, XENOLITH",39.78,8.83,56.4,0.05,1.93,0.13,6.38,0.19,33.38,1.07,0.03,52.455,0.35,3.6950000000000003,1.135,2.9850000000000003,0.034999999999999996,18.04,21.265,0.36
[10325] LUSTRINO M. (1999),samp. ZM2,CONVERGENT MARGIN,LIGURIA-SARDO-TYRRHENIAN ARC / SARDINIA / SOUTHERN SARDINIA / GERREI VOLCANIC DISTRICT,"PERIDOTITE, XENOLITH",39.78,8.83,54.99,0.15,2.84,0.47,6.02,0.13,33.74,0.64,0.3,50.64,1.19,5.79,1.25,3.33,0.01,16.44,20.02,0.9
[10353] NASIR S. J. (2000),samp. B2,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL BOTHEINEH,"HARZBURGITE, XENOLITH",33.1,35.75,53.51,0.11,4.43,0.33,8.16,0.25,31.3,0.76,0.11,52.86,0.38,4.73,0.7,2.9,0.1,16.27,20.72,1.07
[10353] NASIR S. J. (2000),samp. B4,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL BOTHEINEH,"LHERZOLITE, XENOLITH",33.1,35.75,55.81,0.95,2.76,0.36,5.84,0.18,33.69,0.48,0.08,52.85,0.2,5.14,0.95,2.91,0.0,15.61,20.65,1.18
[10353] NASIR S. J. (2000),samp. B7,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL BOTHEINEH,"PYROXENITE, SPINEL, XENOLITH",33.1,35.75,52.88,0.09,7.18,0.03,10.18,0.03,28.75,0.78,0.02,50.86,0.53,8.11,0.09,7.24,0.07,13.83,18.04,1.35
[10353] NASIR S. J. (2000),samp. H2,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL HABRAN,"HARZBURGITE, XENOLITH",32.28,35.75,54.88,0.19,5.18,0.44,6.08,0.15,31.65,0.97,0.07,51.32,0.49,7.22,0.87,2.98,0.16,14.87,19.87,1.33
[10353] NASIR S. J. (2000),samp. I1,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL IMTAN,"LHERZOLITE, XENOLITH",32.34,35.75,54.1,0.03,4.92,0.18,6.84,0.23,32.2,0.69,0.04,52.62,0.29,5.42,0.67,3.15,0.16,16.47,20.47,0.93
[10353] NASIR S. J. (2000),samp. I14,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL IMTAN,"PYROXENITE, GARNET",32.34,35.75,51.65,0.03,5.66,0.06,16.14,0.18,25.05,0.66,0.18,51.6,0.37,6.71,0.05,7.16,0.05,14.16,18.15,1.36
[10353] NASIR S. J. (2000),samp. I3,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL IMTAN,"HARZBURGITE, XENOLITH",32.34,35.75,54.51,0.01,4.63,0.13,6.66,0.2,32.6,0.76,0.01,52.12,0.17,5.19,0.69,3.74,0.15,15.88,20.34,0.98
[10353] NASIR S. J. (2000),samp. M11,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL MOAATH,"WEBSTERITE, XENOLITH",33.02,35.75,51.7,0.08,5.51,0.09,16.15,0.23,25.26,0.58,0.11,50.92,0.57,8.11,0.19,4.24,0.12,13.83,20.04,1.35
[10353] NASIR S. J. (2000),samp. T1,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL THANNOUN (DHANOUN),"PYROXENITE, SPINEL, XENOLITH",33.08,35.75,53.1,0.09,6.56,0.07,10.18,0.13,29.12,0.76,0.06,51.45,0.48,8.74,0.06,5.2,0.1,14.17,18.65,1.58
[10353] NASIR S. J. (2000),samp. T15,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL THANNOUN (DHANOUN),"WEBSTERITE, XENOLITH",33.08,35.75,51.71,0.1,5.43,0.05,16.16,0.25,25.05,0.73,0.14,51.05,0.38,7.2,0.06,7.01,0.06,14.11,18.65,1.18
[10353] NASIR S. J. (2000),samp. T3,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL THANNOUN (DHANOUN),"HARZBURGITE, XENOLITH",33.08,35.75,56.2,0.05,3.76,0.36,6.54,0.18,31.59,0.78,0.07,53.85,0.22,5.34,0.65,2.91,0.08,15.21,20.55,1.18
[10353] NASIR S. J. (2000),samp. T5,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL THANNOUN (DHANOUN),"PYROXENITE, SPINEL, XENOLITH",33.08,35.75,53.61,0.18,5.53,0.05,9.96,0.15,29.45,0.7,0.09,51.28,0.56,7.89,0.05,6.89,0.11,13.73,18.15,1.57
[10353] NASIR S. J. (2000),samp. T6,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL THANNOUN (DHANOUN),"LHERZOLITE, XENOLITH",33.08,35.75,55.9,0.03,3.01,0.33,6.64,0.03,33.1,0.63,0.14,51.86,0.18,5.9,0.7,3.4,0.1,16.01,20.32,0.96
[10353] NASIR S. J. (2000),samp. T8,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / SYRIA / HAURUN-DRUZE PLATEAU / TELL THANNOUN (DHANOUN),"PYROXENITE, GARNET",33.08,35.75,53.18,0.16,6.89,0.04,10.49,0.12,28.73,0.75,0.07,52.25,0.38,5.96,0.06,7.59,0.08,14.05,18.35,1.47
[10395] THOMPSON R. N. (2007),samp. VB18,CONTINENTAL FLOOD BASALT,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / SPITZKOPPE COMPLEX,PICRITE,-21.83,15.13,54.08,0.58,1.03,0.02,16.34,0.41,26.06,1.87,0.05,51.22,0.35,3.75,1.14,5.5,0.16,16.41,19.84,0.25
[10395] THOMPSON R. N. (2007),samp. VB32,CONTINENTAL FLOOD BASALT,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / SPITZKOPPE COMPLEX,PICRITE,-21.83,15.13,55.12,0.3,0.58,0.0001,14.2,0.35,28.47,1.1,0.03,51.61,0.34,2.75,0.86,5.57,0.15,17.02,20.83,0.31
[10414] PE-PIPER G. (1994),samp. CH108,CONVERGENT MARGIN,AEGEAN ARC / AEGEAN BACK ARC / CHIOS,BASALTIC-ANDESITE,38.4,26.1,50.89,0.27,2.96,0.11,18.08,0.28,23.71,1.53,0.37,53.4,0.265,3.44,0.20500000000000002,5.2,0.105,17.47,20.14,0.47
[10414] PE-PIPER G. (1994),samp. CH40,CONVERGENT MARGIN,AEGEAN ARC / AEGEAN BACK ARC / CHIOS,ANDESITE,38.4,26.1,56.480000000000004,0.11499999999999999,2.13,0.45499999999999996,7.305,0.11005,32.68,1.42,0.165,54.33,0.11,1.25,0.43,5.01,0.37,17.9,20.27,0.35
[10414] PE-PIPER G. (1994),samp. CH80,CONVERGENT MARGIN,AEGEAN ARC / AEGEAN BACK ARC / CHIOS,ANDESITE,38.4,26.1,53.96,0.33,1.09,0.0001,17.3,0.55,24.84,1.96,0.34,53.29,0.305,2.015,0.3,6.84,0.245,16.62,20.1,0.41500000000000004
[10444] GRIFFIN W. L. (1984),samp. 7610/58LH,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"LHERZOLITE, DIOPSIDE, XENOLITH",-38.25,143.1,55.65,0.08,2.73,0.44,8.44,0.19,31.87,0.81,0.11,51.99,0.42,4.71,1.29,3.86,0.12,15.64,19.77,1.65
[10444] GRIFFIN W. L. (1984),samp. BM 166,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"PYROXENITE, GARNET",-38.25,143.1,53.24,0.0001,5.32,0.0001,11.56,0.17,28.65,0.77,0.08,51.235,0.33,6.970000000000001,0.07,5.105,0.11499999999999999,14.055,20.14,1.46
[10444] GRIFFIN W. L. (1984),samp. BM 167,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"PYROXENITE, GARNET",-38.25,143.1,54.0,0.08,4.77,0.27,9.32,0.2,30.37,0.71,0.0001,51.27,0.33,5.21,0.41,3.95,0.14,15.49,22.1,0.69
[10444] GRIFFIN W. L. (1984),samp. BM 189A,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"LHERZOLITE, DIOPSIDE, XENOLITH",-38.25,143.1,56.03,0.0001,3.21,0.37,6.69,0.13,32.97,0.43,0.0001,52.93,0.25,5.02,0.89,2.34,0.07,15.12,21.23,1.66
[10444] GRIFFIN W. L. (1984),samp. BM 189B,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"LHERZOLITE, DIOPSIDE, XENOLITH",-38.25,143.1,56.62,0.0001,2.22,0.27,6.67,0.16,33.27,0.45,0.0001,53.65,0.14,3.79,0.73,2.42,0.0,15.54,22.15,1.31
[10444] GRIFFIN W. L. (1984),samp. BM 2,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"WEHRLITE, XENOLITH",-38.25,143.1,54.24,0.14,4.23,0.25,10.29,0.21,30.05,0.75,0.0001,51.59,0.73,6.05,0.44,5.34,0.12,15.09,19.09,1.57
[10444] GRIFFIN W. L. (1984),samp. BM 6,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"PYROXENITE, GARNET",-38.25,143.1,54.28,0.0001,4.71,0.0001,9.69,0.22,30.26,0.69,0.07,51.71,0.32,5.96,0.0,3.96,0.09,15.05,21.02,1.25
[10444] GRIFFIN W. L. (1984),samp. BM 626,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"PYROXENITE, SPINEL, XENOLITH",-38.25,143.1,55.92,0.0001,3.14,0.24,6.77,0.16,30.09,0.42,0.0001,52.73,0.11,4.62,0.68,2.46,0.0,15.22,22.1,1.29
[10444] GRIFFIN W. L. (1984),samp. BM 632,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"LHERZOLITE, AMPHIBOLE-APATITE, XENOLITH",-38.25,143.1,57.3,0.0001,1.92,0.27,6.25,0.18,33.7,0.42,0.04,54.1,0.0,3.9,1.23,2.16,0.13,15.27,21.46,1.85
[10444] GRIFFIN W. L. (1984),samp. BM 654,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"LHERZOLITE, AMPHIBOLE-APATITE, XENOLITH",-38.25,143.1,56.16,0.0001,2.18,0.41,7.5,0.18,32.93,0.59,0.0001,53.3,0.0,4.52,1.38,3.09,0.11,15.18,20.56,1.79
[10444] GRIFFIN W. L. (1984),samp. DR 10163,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"PYROXENITE, GARNET",-38.25,143.1,49.54,0.79,8.4,0.0001,14.21,0.27,24.89,1.6,0.11,47.91,1.7149999999999999,9.024999999999999,0.0,8.18,0.175,13.690000000000001,17.53,1.44
[10444] GRIFFIN W. L. (1984),samp. DR 10165,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"PYROXENITE, GARNET",-38.25,143.1,54.305,0.050050000000000004,4.805,0.09,9.375,0.14,30.8,0.52,0.03005,51.254999999999995,0.52,6.26,0.185,3.7,0.05,15.030000000000001,21.82,1.0150000000000001
[10444] GRIFFIN W. L. (1984),samp. DR 9736,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"PYROXENITE, SPINEL, XENOLITH",-38.25,143.1,53.769999999999996,0.0001,4.15,0.08,11.425,0.22999999999999998,29.18,0.66,0.025050000000000003,51.545,0.18,5.54,0.20500000000000002,4.725,0.13,14.575,21.4,1.145
[10444] GRIFFIN W. L. (1984),samp. DR 9890,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"WEHRLITE, XENOLITH",-38.25,143.1,53.08,0.26,4.61,0.11,13.25,0.2,27.73,0.92,0.1,49.74,1.17,7.23,0.28,6.01,0.12,13.6,19.91,1.37
[10444] GRIFFIN W. L. (1984),samp. DR 9917,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"WEHRLITE, XENOLITH",-38.25,143.1,53.71,0.19,3.54,0.0001,13.46,0.25,27.45,1.0,0.14,49.88,1.23,6.324999999999999,0.155,7.109999999999999,0.18,14.129999999999999,19.195,1.27
[10444] GRIFFIN W. L. (1984),samp. DR 9955,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - BULLENMERRI MAAR,"WEHRLITE, XENOLITH",-38.25,143.1,57.86,0.0001,0.53,0.17,5.6,0.13,35.09,0.21,0.0001,54.41,0.0,1.59,2.8,1.72,0.0,16.78,20.98,1.29
[10444] GRIFFIN W. L. (1984),samp. GN 23LH,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - LAKE GNOTUK,"LHERZOLITE, DIOPSIDE, XENOLITH",-38.25,143.1,56.1,0.0001,3.1,0.26,6.54,0.15,33.24,0.43,0.0001,52.81,0.21,4.77,0.76,2.44,0.05,15.54,22.43,1.25
[10444] GRIFFIN W. L. (1984),samp. GN 23PX,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - LAKE GNOTUK,"PYROXENITE, SPINEL, XENOLITH",-38.25,143.1,55.29,0.0001,4.21,0.07,7.06,0.18,32.7,0.11,0.0001,52.59,0.2,5.42,0.24,2.52,0.07,15.4,22.2,1.32
[10444] GRIFFIN W. L. (1984),samp. GN 35,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - LAKE GNOTUK,"PYROXENITE, GARNET",-38.25,143.1,54.254999999999995,0.11,4.955,0.14,8.59,0.215,31.03,0.6599999999999999,0.04005,51.269999999999996,0.65,7.2,0.28500000000000003,3.66,0.125,14.399999999999999,20.67,1.495
[10444] GRIFFIN W. L. (1984),samp. GN 639,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - LAKE GNOTUK,"PYROXENITE, GARNET",-38.25,143.1,54.370000000000005,0.11,4.13,0.04005,10.23,0.185,29.81,0.43,0.025050000000000003,51.605000000000004,0.625,6.525,0.16499999999999998,3.9050000000000002,0.1,13.765,21.15,1.55
[10444] GRIFFIN W. L. (1984),samp. GN 649,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - LAKE GNOTUK,"PYROXENITE, GARNET",-38.25,143.1,54.58,0.0001,4.46,0.09,10.37,0.12,29.95,0.47,0.05,52.44,0.36,6.12,0.19,3.91,0.0,14.09,21.29,1.46
[10444] GRIFFIN W. L. (1984),samp. GN 649LH,INTRAPLATE VOLCANICS,AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE - LAKE GNOTUK,"PYROXENITE, GARNET",-38.25,143.1,54.12,0.0001,4.13,0.1,10.63,0.17,29.73,0.46,0.04,51.75,0.4,5.62,0.32,4.28,0.08,14.23,21.83,1.2
[10448] NASIR S. J. (1992),samp. A-12,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,GRANULITE,31.8,38.0,51.2,0.05,1.6,0.0001,27.5,0.3,19.1,0.7,0.0001,52.7,0.3,1.3,0.0,9.4,0.25,12.8,22.4,0.5
[10448] NASIR S. J. (1992),samp. A-3,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,"PYROXENITE, GARNET",31.8,38.0,52.9,0.35,7.2,0.0001,11.3,0.2,27.3,0.8,0.0001,49.8,1.2,8.7,0.06,8.1,0.14,12.9,17.4,1.8
[10448] NASIR S. J. (1992),samp. A-4,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,"LHERZOLITE, SPINEL, XENOLITH",31.8,38.0,56.9,0.01,2.18,0.05,5.45,0.1,34.45,0.5,0.0001,53.3,0.22,3.3,0.8,2.2,0.15,16.3,22.1,0.8
[10448] NASIR S. J. (1992),samp. A-6,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,"PYROXENITE, GARNET",31.8,38.0,51.8,0.56,7.45,0.0001,15.25,0.25,25.4,0.95,0.1,50.2,1.25,8.65,0.04,8.3,0.15,12.8,17.85,1.5
[10448] NASIR S. J. (1992),samp. A-7,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,"PYROXENITE, SPINEL, XENOLITH",31.8,38.0,54.3,0.2,5.5,0.05,9.8,0.15,29.8,0.85,0.0001,48.1,1.5,8.8,0.01,7.2,0.1,14.36,19.15,1.52
[10448] NASIR S. J. (1992),samp. K-3,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD,"LHERZOLITE, SPINEL, XENOLITH",31.18,35.7,56.8,0.05,2.7,0.28,5.7,0.15,33.2,0.7,0.0001,52.7,0.3,4.41,1.08,2.6,0.1,16.55,21.27,0.9
[10448] NASIR S. J. (1992),samp. M-1,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD,"LHERZOLITE, SPINEL, XENOLITH",31.5,34.0,57.5,0.1,2.8,0.25,6.1,0.15,32.5,0.6,0.0001,52.95,0.31,5.02,0.86,2.45,0.1,15.85,20.75,1.18
[10448] NASIR S. J. (1992),samp. M-5,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD,"PYROXENITE, SPINEL, XENOLITH",31.5,34.0,52.6,0.3,7.1,0.0001,11.2,0.17,28.1,0.95,0.0001,48.8,1.1,9.2,0.1,8.4,0.19,13.1,17.6,1.7
[10448] NASIR S. J. (1992),samp. R-15,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / TELL REMAH (RIMAH),GRANULITE,32.0,38.0,51.8,0.12,1.23,0.0001,26.4,0.13,19.9,0.5,0.0001,52.6,0.2,2.32,0.0,7.88,0.15,13.45,21.5,1.45
[10448] NASIR S. J. (1992),samp. R-2,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / TELL REMAH (RIMAH),"PYROXENITE, SPINEL, XENOLITH",32.0,38.0,52.3,0.2,6.5,0.0001,12.8,0.15,27.4,0.84,0.0001,49.1,1.08,9.04,0.1,5.75,0.05,14.3,20.05,1.05
[10448] NASIR S. J. (1992),samp. R-5,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / TELL REMAH (RIMAH),"PYROXENITE, GARNET",32.0,38.0,53.4,0.35,7.8,0.0001,11.8,0.2,26.4,0.65,0.0001,48.9,1.4,8.75,0.02,5.82,0.11,14.35,18.95,1.53
[10448] NASIR S. J. (1992),samp. R-6,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,"PYROXENITE, GARNET",31.8,38.0,51.8,0.36,6.2,0.0001,15.4,0.54,25.9,0.86,0.1,49.45,1.1,7.8,0.02,9.2,0.2,13.4,17.65,1.65
[10448] NASIR S. J. (1992),samp. R-9,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / TELL REMAH (RIMAH),"LHERZOLITE, SPINEL, XENOLITH",32.0,38.0,56.35,0.03,2.1,0.35,5.35,0.15,34.1,0.7,0.0001,54.9,0.15,1.8,0.75,1.8,0.1,17.5,22.5,0.55
[10448] NASIR S. J. (1992),samp. T-5,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD,"LHERZOLITE, SPINEL, XENOLITH",30.83,35.6,55.1,0.1,4.3,0.25,7.1,0.15,31.95,0.6,0.0001,52.9,0.25,5.4,1.1,2.8,0.08,15.4,21.8,0.95
[10448] NASIR S. J. (1992),samp. T-8,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD,"PYROXENITE, SPINEL, XENOLITH",30.83,35.6,53.6,0.25,6.5,0.02,10.8,0.13,28.5,0.95,0.0001,49.5,0.96,8.3,0.08,8.2,0.14,13.4,18.2,1.62
[10449] NASIR S. J. (1988),samp. JAR 20X,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,"LHERZOLITE, SPINEL, XENOLITH",31.8,38.0,55.05,0.07,2.9,0.425,5.65,0.060000000000000005,34.2,0.6,0.04,53.9,0.05,4.300000000000001,1.275,2.125,0.065,16.15,21.3,1.0
[10449] NASIR S. J. (1988),samp. JAR 3X,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,"LHERZOLITE, SPINEL, XENOLITH",31.8,38.0,55.35,0.03,3.01,0.5,5.725,0.07500000000000001,33.55,0.675,0.05,54.2,0.03,3.95,1.1,2.2,0.07,16.5,21.1,1.2
[10449] NASIR S. J. (1988),samp. JAR 9X,INTRAPLATE VOLCANICS,ARABIAN-NUBIAN SHIELD / JORDAN / HARRAT ASH SHAAM (SHAMAH) VOLCANIC FIELD / JEBEL ARITAIN,"LHERZOLITE, SPINEL, XENOLITH",31.8,38.0,55.2,0.05,3.15,0.35,6.125,0.1,33.45,0.525,0.04,53.9,0.1,4.45,0.85,2.75,0.05,16.6,20.6,1.3
[10483] ABE N. (2003),samp. KRB 4-1,CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / DOGO ISLAND/OKI ISLANDS,"LHERZOLITE, SPINEL, XENOLITH",36.3,133.3,54.89,0.04,4.55,0.48,7.93,0.15,30.37,1.22,0.06,52.44,0.28,5.6,0.7,4.27,0.11,15.58,19.9,0.89
[10483] ABE N. (2003),samp. KRB 9,CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / DOGO ISLAND/OKI ISLANDS,"LHERZOLITE, SPINEL, XENOLITH",36.3,133.3,55.71,0.1,4.5,0.37,7.61,0.13,30.02,1.19,0.1,53.0,0.23,5.3,0.84,4.18,0.14,15.46,19.95,0.82
[10483] ABE N. (2003),samp. KRB T-1,CONVERGENT MARGIN,HONSHU ARC / SOUTHWESTERN HONSHU ARC / DOGO ISLAND/OKI ISLANDS,"LHERZOLITE, SPINEL, XENOLITH",36.3,133.3,56.13,0.02,4.38,0.57,7.26,0.16,30.27,1.06,0.06,52.65,0.13,5.33,0.94,3.69,0.12,15.82,19.86,0.83
[10579] FEMENIAS O. (2005),samp. PBN 00-01C,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / CHAINE DES PUYS,NOT GIVEN,45.78,3.08,52.505,0.125,4.6,0.32,12.91,0.28,28.71,0.31,0.01505,49.9,1.31,6.0,0.4,3.71,0.09,14.46,23.78,0.32
[10579] FEMENIAS O. (2005),samp. PBN 00-01D,INTRAPLATE VOLCANICS,EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / FRANCE / FRENCH MASSIF CENTRAL / CHAINE DES PUYS,NOT GIVEN,45.78,3.08,53.34,0.15,3.97,0.19,11.93,0.26,29.13,0.24,0.0001,50.35,1.01,4.55,0.26,5.305,0.095,16.0,22.06,0.14
